creator_id,content_vertical,region,tenure_days,live_sessions_28d,avg_session_min,avg_concurrent_viewers,total_watch_time_hrs_28d,new_followers_28d,follower_base,follower_growth_rate_28d,unique_gifters_28d,diamonds_28d,repeat_gifter_rate,comments_per_session,community_guideline_strikes_90d,est_monthly_revenue_usd,days_since_last_live,R_score,F_score,M_score,RFM_score,cluster,segment,high_potential,high_potential_proba
C100135,Beauty & Fashion,Germany,463,12,29.270992053029033,113.70434452683016,665.6,30,926,0.0324,1,1856.0,0.491,11.2,0,9.28,2,3,4,5,12,4,Star Creators,0,0.009586784463990704
C100136,Music & Dance,Germany,195,10,59.54509970927588,86.25801158710959,856.0,60,135,0.4444,8,552.0,0.403,78.5,0,2.76,2,3,3,3,9,2,Rising Talent,1,0.9158157104128877
C100137,Comedy & Lifestyle,France,297,11,53.71358223186558,75.78941775837326,746.3,41,794,0.0516,10,525.0,0.423,6.5,0,2.62,0,4,4,2,10,3,Steady Core,0,0.16997073461128226
C100138,Music & Dance,UK,526,11,34.88144697137655,46.31158165795101,296.2,75,702,0.1068,5,1102.0,0.142,80.6,0,5.51,2,3,4,4,11,4,Star Creators,0,0.06179275660555117
C100139,Cooking & Food,Spain,298,10,42.00160464003769,25.82413627728137,180.8,30,276,0.1087,2,832.0,0.556,32.7,0,4.16,3,2,3,3,8,1,At Risk / Dormant,0,0.1787100519006264
C100140,Cooking & Food,UK,641,14,21.32337643429167,83.13860552136332,413.7,110,2352,0.0468,9,1546.0,0.189,16.4,0,7.73,2,3,5,5,13,4,Star Creators,0,0.007285365178325443
C100141,Beauty & Fashion,UK,289,11,54.85643094252935,32.15950059760655,323.4,13,196,0.0663,11,150.0,0.108,17.8,0,0.75,7,1,4,1,6,1,At Risk / Dormant,0,0.0737917230857916
C100142,Music & Dance,UK,550,10,29.916844083298937,275.7071847380661,1374.7,126,1470,0.0857,5,2011.0,0.152,62.6,0,10.06,12,1,3,5,9,0,High-Reach Veterans,0,0.053259882928567905
C100143,Beauty & Fashion,Germany,383,11,40.2912441293827,101.59456102725936,750.5,3,77,0.039,7,602.0,0.332,25.5,0,3.01,6,1,4,3,8,1,At Risk / Dormant,0,0.08601730497960784
C100144,Beauty & Fashion,Italy,664,12,32.1858628303358,189.2333914722088,1218.1,6,212,0.0283,5,649.0,0.624,19.3,0,3.24,0,4,4,3,11,0,High-Reach Veterans,0,0.032970692054185215
C100145,Gaming,Germany,162,2,23.695898743723177,5.0,3.9,18,162,0.1111,7,111.0,0.445,58.1,0,0.56,0,4,1,1,6,3,Steady Core,1,0.6796486635521359
C100146,Education/Talk,Germany,514,13,53.36511006945761,112.91923234315459,1305.6,42,315,0.1333,2,138.0,0.117,10.1,0,0.69,0,4,5,1,10,3,Steady Core,0,0.025824123464861428
C100147,Music & Dance,Poland,419,11,33.524429727097576,22.4030895103087,137.7,35,541,0.0647,10,520.0,0.485,45.9,0,2.6,2,3,4,2,9,4,Star Creators,0,0.30024362499366
C100148,Gaming,Poland,534,7,11.398701030390484,222.2028837966138,295.5,24,835,0.0287,5,949.0,0.386,42.1,0,4.74,5,2,1,4,7,0,High-Reach Veterans,0,0.02768888418963316
C100149,Beauty & Fashion,UK,361,3,5.0,94.04265232825864,23.5,129,1140,0.1132,6,289.0,0.373,49.4,0,1.44,0,4,1,1,6,3,Steady Core,0,0.28893490172205993
C100150,Cooking & Food,Germany,565,9,20.780613104401418,125.7679173460696,392.0,53,508,0.1043,3,2184.0,0.442,68.8,0,10.92,1,4,2,5,11,4,Star Creators,0,0.08309492254768981
C100151,Beauty & Fashion,UK,193,7,55.638626289484606,82.12795392385863,533.1,70,506,0.1383,7,118.0,0.427,34.5,0,0.59,0,4,1,1,6,3,Steady Core,1,0.5499004179555681
C100152,Gaming,Poland,37,6,64.63929241506587,26.224678232178107,169.5,3,50,0.06,2,273.0,0.189,27.7,0,1.36,2,3,1,1,5,3,Steady Core,0,0.11990706827512097
C100153,Music & Dance,Italy,266,9,31.487331154223124,229.75160878987722,1085.1,16,159,0.1006,4,1519.0,0.136,30.7,0,7.6,10,1,2,5,8,0,High-Reach Veterans,0,0.12278541117339034
C100154,Cooking & Food,Spain,427,9,27.914017465505346,101.50779359597719,425.0,17,236,0.072,5,1015.0,0.293,45.6,0,5.08,2,3,2,4,9,1,At Risk / Dormant,0,0.19764978881612605
C100155,Beauty & Fashion,UK,535,9,28.026303866659656,90.98640068850708,382.5,7,177,0.0395,14,302.0,0.563,38.0,0,1.51,4,2,2,1,5,1,At Risk / Dormant,0,0.04008944333955158
C100156,Education/Talk,Italy,557,9,16.498369600082118,60.29285945291684,149.2,65,2342,0.0278,4,1326.0,0.21,37.9,0,6.63,1,4,2,4,10,3,Steady Core,0,0.0055442141247640225
C100157,Comedy & Lifestyle,Spain,310,9,23.88265021449733,62.793693279836965,225.0,25,86,0.2907,6,1083.0,0.781,68.6,0,5.42,5,2,2,4,8,1,At Risk / Dormant,1,0.8839010526230976
C100158,Beauty & Fashion,France,45,9,49.71724279101177,81.71475245652019,609.4,5,50,0.1,3,283.0,0.24,17.9,0,1.42,5,2,2,1,5,1,At Risk / Dormant,0,0.16296174552411502
C100159,Comedy & Lifestyle,UK,495,10,48.94206578129466,69.16993967798923,564.2,26,208,0.125,9,253.0,0.434,27.5,0,1.27,0,4,3,1,8,3,Steady Core,0,0.010009300489780331
C100160,Music & Dance,UK,650,10,50.82523274133284,69.48964553180275,588.6,99,859,0.1153,8,271.0,0.367,53.1,0,1.36,4,2,3,1,6,1,At Risk / Dormant,0,0.047436358614385436
C100161,Education/Talk,France,548,15,16.470080907595833,124.97769178553038,514.6,144,2085,0.0691,5,393.0,0.473,40.2,0,1.96,1,4,5,2,11,4,Star Creators,0,0.026570768352812527
C100162,Education/Talk,France,676,11,40.16160303156064,98.49735550112368,725.2,42,625,0.0672,10,359.0,0.389,31.8,0,1.8,7,1,4,2,7,1,At Risk / Dormant,0,0.02077623634972225
C100163,Music & Dance,UK,284,7,5.0,45.360978695759634,26.5,20,234,0.0855,9,2028.0,0.508,36.2,0,10.14,0,4,1,5,10,4,Star Creators,0,0.34417756388020204
C100164,Gaming,France,209,10,57.17044844268959,119.7903605440164,1141.4,22,128,0.1719,8,574.0,0.142,66.7,0,2.87,9,1,3,3,7,1,At Risk / Dormant,0,0.466884545293798
C100165,Comedy & Lifestyle,Germany,72,7,44.71041703771569,18.68720544424097,97.5,11,50,0.22,2,603.0,0.116,126.7,0,3.02,2,3,1,3,7,3,Steady Core,1,0.6682067801866138
C100166,Beauty & Fashion,Spain,114,8,14.821513218502545,34.302595853116145,67.8,14,103,0.1359,2,423.0,0.094,6.7,0,2.12,1,4,2,2,8,3,Steady Core,0,0.04114987315368867
C100167,Beauty & Fashion,Spain,274,10,59.2463833623506,27.320966395152187,269.8,100,482,0.2075,6,333.0,0.221,15.8,0,1.66,1,4,3,2,9,3,Steady Core,0,0.07155916320112242
C100168,Gaming,Spain,228,8,9.669036134965536,196.38967535397387,253.2,54,389,0.1388,4,948.0,0.073,20.5,0,4.74,0,4,2,4,10,0,High-Reach Veterans,0,0.10311256168916204
C100169,Education/Talk,Germany,536,9,47.25005200711844,131.50937987574176,932.1,99,1258,0.0787,6,254.0,0.301,3.3,0,1.27,11,1,2,1,4,1,At Risk / Dormant,0,0.01845931334788267
C100170,Education/Talk,France,96,6,47.66033418814792,56.4418175555061,269.0,10,50,0.2,2,731.0,0.317,46.6,0,3.66,1,4,1,3,8,3,Steady Core,0,0.20425732684696013
C100171,Gaming,Italy,699,10,19.685932091655346,56.828984132325466,186.5,103,3787,0.0272,4,654.0,0.453,44.8,0,3.27,9,1,3,3,7,1,At Risk / Dormant,0,0.02158505880244384
C100172,Music & Dance,France,261,11,44.76191152920273,224.58059562411626,1843.0,29,434,0.0668,7,2397.0,0.468,69.2,0,11.98,7,1,4,5,10,0,High-Reach Veterans,1,0.7860872383803209
C100173,Beauty & Fashion,UK,461,12,10.447582367707053,19.51502927167626,40.8,19,344,0.0552,7,2356.0,0.213,100.7,0,11.78,1,4,4,5,13,4,Star Creators,0,0.07300363783695753
C100174,Education/Talk,Poland,259,8,5.0,48.57128698314427,32.4,140,2166,0.0646,3,711.0,0.212,42.2,1,3.56,0,4,2,3,9,3,Steady Core,0,0.07238691177359896
C100175,Beauty & Fashion,Spain,263,11,18.98185659602512,49.6536897859535,172.8,47,686,0.0685,4,912.0,0.559,41.4,1,4.56,2,3,4,4,11,4,Star Creators,0,0.21582898934282488
C100176,Education/Talk,France,389,8,28.325688452677053,20.031946700937244,75.7,120,825,0.1455,5,855.0,0.625,45.1,0,4.28,10,1,2,4,7,1,At Risk / Dormant,0,0.29694907251991126
C100177,Music & Dance,Italy,448,10,58.062995525810436,98.75598602659642,955.7,102,1051,0.0971,4,905.0,0.225,62.6,1,4.53,7,1,3,4,8,1,At Risk / Dormant,0,0.16846354700189237
C100178,Cooking & Food,UK,605,10,34.21056521211668,46.69079592167602,266.2,9,265,0.034,5,1093.0,0.118,10.4,0,5.46,2,3,3,4,10,4,Star Creators,0,0.006077580957553111
C100179,Gaming,Germany,96,7,43.683818268950624,122.08288180459476,622.2,10,64,0.1562,0,742.0,0.406,52.3,1,3.71,3,2,1,3,6,1,At Risk / Dormant,0,0.4868342053824872
C100180,Beauty & Fashion,Germany,396,10,19.783675650746225,22.33938201986877,73.7,70,856,0.0818,8,665.0,0.187,72.4,0,3.32,2,3,3,3,9,3,Steady Core,0,0.24665826990324433
C100181,Gaming,Italy,588,12,32.459796527255044,162.51287464128856,1055.0,44,571,0.0771,7,1203.0,0.408,103.1,0,6.02,11,1,4,4,9,0,High-Reach Veterans,0,0.09837668467538126
C100182,Cooking & Food,UK,50,9,19.998545809364455,37.36457771240211,112.1,28,84,0.3333,1,444.0,0.286,16.4,0,2.22,18,1,2,2,5,1,At Risk / Dormant,0,0.17622114489866636
C100183,Comedy & Lifestyle,Spain,718,13,19.119198378735803,208.24057797822414,862.6,139,2021,0.0688,18,689.0,0.251,185.1,0,3.44,1,4,5,3,12,0,High-Reach Veterans,0,0.07847646060019683
C100184,Beauty & Fashion,France,670,10,26.094508595191144,79.45251322904578,345.5,9,303,0.0297,10,1946.0,0.268,37.0,0,9.73,11,1,3,5,9,1,At Risk / Dormant,0,0.007524293720146097
C100185,Education/Talk,UK,604,7,39.72945435408951,43.77095004477704,202.9,76,472,0.161,8,565.0,0.483,12.7,0,2.82,12,1,1,3,5,1,At Risk / Dormant,0,0.02429163305415457
C100186,Comedy & Lifestyle,Germany,25,6,30.371985539932492,112.53980133862665,341.8,12,50,0.24,1,393.0,0.368,13.8,0,1.96,2,3,1,2,6,3,Steady Core,0,0.23018870377002557
C100187,Music & Dance,Italy,107,7,39.191697946213026,147.99321379684514,676.7,41,155,0.2645,6,407.0,0.253,109.7,0,2.04,2,3,1,2,6,3,Steady Core,1,0.8739518832941335
C100188,Music & Dance,Italy,613,9,59.05083881277211,183.79676026644057,1628.0,138,4042,0.0341,10,3448.0,0.24,20.1,0,17.24,8,1,2,5,8,0,High-Reach Veterans,0,0.01213501892776573
C100189,Beauty & Fashion,France,363,11,27.488683719639447,92.25382897413493,464.9,40,243,0.1646,5,231.0,0.504,12.5,0,1.16,11,1,4,1,6,1,At Risk / Dormant,0,0.27172256820653634
C100190,Gaming,Italy,548,10,17.988600642217953,119.19134063407,357.3,47,1397,0.0336,10,195.0,0.43,15.4,0,0.98,2,3,3,1,7,3,Steady Core,0,0.02484301089409368
C100191,Cooking & Food,Italy,39,15,41.27921268281766,50.65033820346345,522.7,26,50,0.52,1,568.0,0.329,29.4,0,2.84,2,3,5,3,11,2,Rising Talent,1,0.649508113477838
C100192,Cooking & Food,UK,235,6,37.038357491243055,200.29305935094231,741.9,56,531,0.1055,2,1029.0,0.404,88.9,0,5.14,1,4,1,4,9,0,High-Reach Veterans,1,0.7539714001054545
C100193,Education/Talk,Spain,530,7,43.9228817198432,28.349505767964956,145.3,189,2684,0.0704,7,975.0,0.152,6.7,0,4.88,0,4,1,4,9,3,Steady Core,0,0.004612435935693097
C100194,Beauty & Fashion,France,636,9,44.38757986303565,87.78968543147865,584.5,207,7051,0.0294,10,976.0,0.47,41.0,0,4.88,22,1,2,4,7,1,At Risk / Dormant,0,0.014451570136977197
C100195,Beauty & Fashion,UK,161,8,41.84962290961918,30.514034610919985,170.3,60,547,0.1097,4,393.0,0.54,34.6,0,1.96,0,4,2,2,8,3,Steady Core,0,0.2466543474679689
C100196,Comedy & Lifestyle,Spain,429,15,40.745569945129986,85.34365485970697,869.3,127,664,0.1913,6,639.0,0.277,63.3,0,3.2,6,1,5,3,9,1,At Risk / Dormant,0,0.32285753404733164
C100197,Cooking & Food,UK,252,9,67.32820044564232,15.7605345178091,159.2,32,159,0.2013,4,937.0,0.265,31.2,0,4.69,2,3,2,4,9,1,At Risk / Dormant,0,0.09072348020721581
C100198,Cooking & Food,Poland,411,8,14.939195365197149,28.376781602451338,56.5,33,841,0.0392,6,1092.0,0.128,64.4,0,5.46,0,4,2,4,10,3,Steady Core,0,0.16287435393285657
C100199,Comedy & Lifestyle,UK,547,15,30.13430194607237,37.3041013341019,281.0,10,181,0.0552,8,347.0,0.5,85.6,1,1.74,1,4,5,2,11,4,Star Creators,0,0.04232019874879838
C100200,Education/Talk,Italy,167,5,54.46101701718976,76.39350273758043,346.7,16,98,0.1633,3,454.0,0.241,58.5,0,2.27,0,4,1,2,7,3,Steady Core,0,0.26516900252913017
C100201,Gaming,Spain,708,10,44.56655325772034,110.25534117502217,819.0,105,1363,0.077,10,401.0,0.299,79.3,0,2.0,16,1,3,2,6,1,At Risk / Dormant,0,0.06099547314274603
C100202,Beauty & Fashion,France,123,6,46.368845510168576,9.399966718452237,43.6,14,117,0.1197,4,238.0,0.144,63.8,0,1.19,1,4,1,1,6,3,Steady Core,0,0.23985155567608976
C100203,Cooking & Food,France,277,7,35.66902912090041,11.434193856893641,47.6,39,689,0.0566,6,86.0,0.212,13.5,0,0.43,5,2,1,1,4,1,At Risk / Dormant,0,0.03974924279482832
C100204,Education/Talk,Spain,698,10,61.171933094139696,14.79499639490102,150.8,93,541,0.1719,3,1609.0,0.374,41.5,0,8.04,2,3,3,5,11,4,Star Creators,0,0.03264279255056884
C100205,Gaming,Italy,493,10,23.864804598601577,75.98885431721322,302.2,88,1796,0.049,1,422.0,0.471,14.1,0,2.11,4,2,3,2,7,1,At Risk / Dormant,0,0.027068995735111737
C100206,Gaming,Germany,178,6,66.16427800932077,51.2381175513671,339.0,114,1233,0.0925,4,134.0,0.089,53.9,0,0.67,1,4,1,1,6,3,Steady Core,0,0.1511295526642369
C100207,Education/Talk,UK,280,10,57.8214421378704,58.453602114111526,563.3,39,373,0.1046,4,203.0,0.307,30.5,0,1.02,0,4,3,1,8,3,Steady Core,0,0.056931553567397014
C100208,Gaming,Italy,265,8,20.21479594385316,35.94059719521955,96.9,58,530,0.1094,8,2409.0,0.495,34.8,0,12.04,6,1,2,5,8,1,At Risk / Dormant,0,0.3374077783358926
C100209,Beauty & Fashion,Poland,141,6,44.459981148315094,33.14083919034782,147.3,21,92,0.2283,0,317.0,0.289,55.8,0,1.58,5,2,1,2,5,1,At Risk / Dormant,0,0.27685376436431003
C100210,Music & Dance,Spain,689,9,44.660721321386504,103.31339220244973,692.1,25,171,0.1462,6,888.0,0.443,63.8,0,4.44,0,4,2,4,10,4,Star Creators,0,0.10042875687821873
C100211,Education/Talk,UK,728,9,28.49139668453545,103.2561132977447,441.3,42,1707,0.0246,7,1425.0,0.411,51.0,0,7.12,5,2,2,5,9,1,At Risk / Dormant,0,0.016301218188822117
C100212,Education/Talk,France,428,7,7.337783369657627,94.76722209094648,81.1,42,642,0.0654,2,524.0,0.401,21.4,0,2.62,3,2,1,2,5,1,At Risk / Dormant,0,0.06565785054138612
C100213,Beauty & Fashion,Germany,427,9,19.837794933240247,140.07504583166804,416.8,66,1133,0.0583,11,1342.0,0.381,36.2,0,6.71,0,4,2,4,10,4,Star Creators,0,0.2715785000613963
C100214,Comedy & Lifestyle,Poland,192,5,52.46493441818416,27.879530514189845,121.9,104,471,0.2208,5,234.0,0.34,19.3,0,1.17,6,1,1,1,3,1,At Risk / Dormant,0,0.08972656004448652
C100215,Beauty & Fashion,France,370,14,47.207619038908355,108.43849426946053,1194.5,43,882,0.0488,4,434.0,0.369,25.3,0,2.17,4,2,5,2,9,1,At Risk / Dormant,0,0.07451090056189325
C100216,Beauty & Fashion,Spain,613,9,31.839342791357424,50.1118616269391,239.3,41,1408,0.0291,17,2388.0,0.218,27.7,0,11.94,2,3,2,5,10,4,Star Creators,0,0.008946240507452616
C100217,Comedy & Lifestyle,UK,384,12,54.342993719221646,111.76494679240074,1214.7,29,462,0.0628,5,1695.0,0.372,31.0,0,8.48,0,4,4,5,13,4,Star Creators,0,0.16794878766135815
C100218,Education/Talk,Spain,529,6,54.096791285253275,87.99131227809636,476.0,69,2290,0.0301,6,1304.0,0.127,61.8,0,6.52,3,2,1,4,7,1,At Risk / Dormant,0,0.02069113418046469
C100219,Comedy & Lifestyle,UK,586,11,42.917539286304496,381.70147067935494,3003.3,72,641,0.1123,11,1058.0,0.421,77.1,0,5.29,0,4,4,4,12,0,High-Reach Veterans,0,0.09458816332597002
C100220,Education/Talk,Italy,728,5,26.581495206471633,127.9643023622478,283.5,80,3240,0.0247,9,798.0,0.41,27.0,0,3.99,0,4,1,3,8,3,Steady Core,0,0.00812089314411816
C100221,Music & Dance,Germany,202,7,54.100555199905074,114.53848410368664,722.9,29,245,0.1184,3,527.0,0.163,46.2,0,2.64,1,4,1,2,7,3,Steady Core,0,0.19979541400959616
C100222,Gaming,Italy,104,9,50.765724737859536,5.0,38.1,43,99,0.4343,7,560.0,0.049,37.3,0,2.8,4,2,2,3,7,2,Rising Talent,0,0.41721952540501905
C100223,Music & Dance,Italy,611,9,58.64191561183104,208.51940312254507,1834.2,8,79,0.1013,20,1710.0,0.334,15.4,0,8.55,4,2,2,5,9,0,High-Reach Veterans,0,0.034483944586924366
C100224,Beauty & Fashion,Spain,28,10,47.98104905003359,18.32840813658552,146.6,30,50,0.6,1,601.0,0.248,34.7,0,3.0,0,4,3,3,10,2,Rising Talent,0,0.7192299096486721
C100225,Beauty & Fashion,Germany,456,8,14.567531421181677,65.84497492996067,127.9,35,954,0.0367,7,967.0,0.199,22.7,0,4.84,4,2,2,4,8,1,At Risk / Dormant,0,0.003621306431960229
C100226,Cooking & Food,UK,178,8,25.983508253538172,33.00041503877943,114.3,40,396,0.101,4,153.0,0.277,37.3,0,0.76,0,4,2,1,7,3,Steady Core,0,0.07042513958316618
C100227,Music & Dance,UK,389,5,8.476883759087517,31.57874014577586,22.3,67,1227,0.0546,8,782.0,0.431,62.0,0,3.91,9,1,1,3,5,1,At Risk / Dormant,0,0.4228800037261219
C100228,Cooking & Food,Poland,140,5,43.8946935465637,121.59280249683519,444.8,18,50,0.36,2,45.0,0.148,12.5,0,0.22,6,1,1,1,3,2,Rising Talent,0,0.23850960854066378
C100229,Education/Talk,France,432,13,34.99686110832313,163.90215332363093,1242.8,200,5682,0.0352,3,1337.0,0.297,28.8,0,6.68,5,2,5,4,11,4,Star Creators,0,0.05900885383817788
C100230,Comedy & Lifestyle,Poland,31,9,47.68154271953041,17.794678125352142,127.3,8,50,0.16,1,23.0,0.238,89.9,0,0.12,1,4,2,1,7,3,Steady Core,0,0.5081992213309537
C100231,Music & Dance,Poland,509,9,16.724264410291916,40.57149489565705,101.8,132,3010,0.0439,14,2686.0,0.345,42.7,0,13.43,17,1,2,5,8,1,At Risk / Dormant,0,0.019133660993213238
C100232,Music & Dance,UK,191,9,72.81912656901449,91.72156050673853,1001.9,28,302,0.0927,4,784.0,0.554,52.8,0,3.92,10,1,2,3,6,1,At Risk / Dormant,1,0.6229022052256578
C100233,Music & Dance,Spain,91,4,22.21038628992414,95.9352334192015,142.1,46,67,0.6866,3,715.0,0.207,14.2,0,3.58,2,3,1,3,7,2,Rising Talent,0,0.5089822380464923
C100234,Beauty & Fashion,Italy,573,15,46.61844956573688,81.0273340698137,944.3,12,326,0.0368,7,1373.0,0.432,66.7,0,6.86,0,4,5,5,14,4,Star Creators,0,0.024972694821752888
C100235,Comedy & Lifestyle,Italy,150,11,42.28464044789634,28.37512881723182,220.0,40,60,0.6667,4,321.0,0.188,31.9,0,1.6,2,3,4,2,9,2,Rising Talent,1,0.7637667942548034
C100236,Beauty & Fashion,Italy,685,9,32.158358337107316,78.33698320444014,377.9,64,629,0.1017,15,267.0,0.439,18.5,0,1.34,0,4,2,1,7,3,Steady Core,0,0.023963538340557512
C100237,Gaming,Germany,418,11,37.13711808098086,15.002833737771455,102.1,73,1580,0.0462,11,1318.0,0.428,14.7,0,6.59,3,2,4,4,10,4,Star Creators,0,0.1805008979382905
C100238,Education/Talk,UK,230,15,27.971960346283854,14.737555443121092,103.1,52,210,0.2476,2,597.0,0.182,68.5,0,2.98,17,1,5,3,9,1,At Risk / Dormant,0,0.22782138269696262
C100239,Beauty & Fashion,Spain,226,9,54.42794265351153,101.41492527923758,828.0,61,481,0.1268,4,468.0,0.116,46.1,0,2.34,5,2,2,2,6,1,At Risk / Dormant,0,0.15619745570433513
C100240,Cooking & Food,Germany,185,9,33.42973288951945,28.951863334003612,145.2,74,317,0.2334,2,388.0,0.155,75.8,0,1.94,1,4,2,2,8,3,Steady Core,0,0.2386682299598528
C100241,Cooking & Food,France,637,9,15.163593192466612,76.71517012155728,174.5,181,3874,0.0467,5,559.0,0.248,13.5,0,2.8,2,3,2,3,8,3,Steady Core,0,0.004884752986779648
C100242,Cooking & Food,Spain,439,10,27.778567121003526,81.37524482856976,376.7,13,73,0.1781,4,50.0,0.382,18.4,0,0.25,11,1,3,1,5,1,At Risk / Dormant,0,0.12146714942494995
C100243,Music & Dance,Poland,271,7,48.0026110304573,66.19114962141282,370.7,6,87,0.069,6,592.0,0.148,60.9,0,2.96,0,4,1,3,8,3,Steady Core,0,0.22288377663732997
C100244,Gaming,Spain,435,13,58.160495066015855,105.15025989677015,1325.0,34,192,0.1771,7,3400.0,0.129,57.0,1,17.0,8,1,5,5,11,4,Star Creators,0,0.20761942575832046
C100245,Cooking & Food,Spain,668,8,24.634168982629795,164.40971403570256,540.0,76,2981,0.0255,7,2624.0,0.373,25.2,0,13.12,0,4,2,5,11,0,High-Reach Veterans,0,0.0077631324866822
C100246,Music & Dance,Italy,422,14,35.01335716181132,47.01960385999422,384.1,34,690,0.0493,4,1193.0,0.42,21.7,0,5.96,2,3,5,4,12,4,Star Creators,0,0.060538604430768
C100247,Cooking & Food,Spain,459,11,33.58390781185052,136.1486413652907,838.3,98,1499,0.0654,1,1934.0,0.214,50.1,0,9.67,5,2,4,5,11,4,Star Creators,0,0.025479666025407226
C100248,Cooking & Food,Poland,203,12,45.696303684249386,57.31519365194334,523.8,86,1055,0.0815,1,367.0,0.245,45.6,0,1.84,2,3,4,2,9,3,Steady Core,0,0.09443084760162467
C100249,Comedy & Lifestyle,Poland,560,9,16.63898426096849,139.85457663236053,349.1,101,1099,0.0919,4,1395.0,0.497,40.3,0,6.98,3,2,2,5,9,0,High-Reach Veterans,0,0.03539121880720567
C100250,Beauty & Fashion,UK,59,9,42.58031946487618,70.36187409701795,449.4,6,50,0.12,2,97.0,0.324,19.7,0,0.48,2,3,2,1,6,3,Steady Core,0,0.10330686864540975
C100251,Music & Dance,Spain,486,11,36.45078066249121,105.51812102695571,705.1,129,1033,0.1249,18,1616.0,0.31,28.0,0,8.08,3,2,4,5,11,4,Star Creators,0,0.033304055538650776
C100252,Comedy & Lifestyle,Italy,449,11,34.653537964838605,379.32300287261626,2409.9,31,434,0.0714,9,1017.0,0.245,12.4,0,5.08,0,4,4,4,12,0,High-Reach Veterans,1,0.4102321240581592
C100253,Beauty & Fashion,Spain,336,10,65.02363617694624,21.65694669220962,234.7,4,90,0.0444,7,146.0,0.208,24.4,0,0.73,3,2,3,1,6,1,At Risk / Dormant,0,0.045099419671495194
C100254,Beauty & Fashion,France,257,8,32.052961631727115,104.97744992496746,448.6,13,59,0.2203,6,1031.0,0.808,38.1,0,5.16,17,1,2,4,7,1,At Risk / Dormant,1,0.6233242643347368
C100255,Music & Dance,France,129,5,60.21652813101731,34.329893113029776,172.3,51,383,0.1332,3,479.0,0.159,104.3,0,2.4,0,4,1,2,7,3,Steady Core,0,0.5297180786503298
C100256,Cooking & Food,Italy,393,4,43.49452218014771,80.25461373220418,232.7,71,1325,0.0536,8,175.0,0.392,43.8,1,0.88,0,4,1,1,6,3,Steady Core,0,0.2132078366138864
C100257,Education/Talk,UK,345,10,19.02960541737464,61.78995565205858,196.0,42,132,0.3182,5,213.0,0.172,41.6,0,1.06,1,4,3,1,8,3,Steady Core,0,0.24865034755182705
C100258,Music & Dance,UK,354,7,9.51481065815337,70.32469029739848,78.1,33,761,0.0434,8,607.0,0.377,40.6,0,3.04,1,4,1,3,8,3,Steady Core,0,0.15544711888892945
C100259,Gaming,Poland,35,7,56.77767766350439,33.8388757159605,224.2,6,50,0.12,1,185.0,0.779,9.8,0,0.92,0,4,1,1,6,3,Steady Core,0,0.2842478795725697
C100260,Education/Talk,Poland,41,4,20.62148782459944,58.37331345425301,80.2,14,50,0.28,1,437.0,0.715,47.2,1,2.18,3,2,1,2,5,1,At Risk / Dormant,1,0.7822368228805613
C100261,Cooking & Food,Germany,524,11,9.535392897362865,32.51425045404978,56.8,14,282,0.0496,1,667.0,0.637,43.6,0,3.34,2,3,4,3,10,4,Star Creators,0,0.03530712774580119
C100262,Gaming,Italy,402,10,60.470919867195555,46.76281073771029,471.3,72,622,0.1158,15,650.0,0.379,13.2,0,3.25,7,1,3,3,7,1,At Risk / Dormant,0,0.19903627204576138
C100263,Music & Dance,Spain,629,13,25.62117869137594,45.57694716755222,253.0,119,2380,0.05,14,938.0,0.289,71.8,0,4.69,2,3,5,4,12,4,Star Creators,0,0.02385627779176944
C100264,Comedy & Lifestyle,Italy,300,10,26.924073544444198,184.30786600665078,827.1,63,855,0.0737,3,687.0,0.488,61.5,0,3.44,16,1,3,3,7,0,High-Reach Veterans,0,0.4395946119598181
C100265,Comedy & Lifestyle,Germany,595,12,74.30793692529033,170.48655454622553,2533.7,121,2235,0.0541,10,1130.0,0.628,53.5,0,5.65,6,1,4,4,9,0,High-Reach Veterans,0,0.029893785859682033
C100266,Education/Talk,Poland,355,3,11.114366537204079,42.04090975126067,23.4,48,867,0.0554,2,1113.0,0.4,17.8,0,5.56,2,3,1,4,8,1,At Risk / Dormant,0,0.052486520373826756
